Start 2025-11-14 17:29:42 | 23886182 MyPyJob | lmnode196 | /home/s6nidich_hpc/PycharmProjects/QC-MasterThesis 

Used python interpreter:
/home/s6nidich_hpc/PycharmProjects/QC-MasterThesis/.venv_intel_3_12_3/bin/python
Python version:
Python 3.12.3

Currently Loaded Modules:
  1) GCCcore/13.3.0                   7) Tcl/8.6.14-GCCcore-13.3.0
  2) zlib/1.3.1-GCCcore-13.3.0        8) SQLite/3.45.3-GCCcore-13.3.0
  3) binutils/2.42-GCCcore-13.3.0     9) XZ/5.4.5-GCCcore-13.3.0
  4) bzip2/1.0.8-GCCcore-13.3.0      10) libffi/3.4.5-GCCcore-13.3.0
  5) ncurses/6.5-GCCcore-13.3.0      11) OpenSSL/3
  6) libreadline/8.2-GCCcore-13.3.0  12) Python/3.12.3-GCCcore-13.3.0

 

Start of Program:

-----Beginning pprint-----
/:
	Attributes:
-----Ending pprint-----
Calculating energies for FreeWilson2D(N_x=4, N_y=4, mass=-6.000, r=1.000)
h_im: 0.0
New op index: 99	$R_{YX-XY}$(1)
Current grad: 201.49999999999898
0:	0.00e+00	0.00e+00
1:	-2.00e+00	0.00e+00
2:	0.00e+00	0.00e+00
3:	0.00e+00	0.00e+00
4:	2.25e+00	0.00e+00
5:	2.50e-01	0.00e+00
6:	0.00e+00	0.00e+00
7:	-2.25e+00	0.00e+00
8:	-2.50e-01	0.00e+00
9:	0.00e+00	0.00e+00
10:	2.25e+00	0.00e+00
11:	2.50e-01	0.00e+00
12:	0.00e+00	0.00e+00
13:	-2.25e+00	0.00e+00
14:	-2.50e-01	0.00e+00
15:	0.00e+00	0.00e+00
16:	2.25e+00	0.00e+00
17:	2.50e-01	0.00e+00
18:	0.00e+00	0.00e+00
19:	-2.25e+00	0.00e+00
20:	-2.50e-01	0.00e+00
21:	0.00e+00	0.00e+00
22:	1.75e+00	-2.50e-01
23:	0.00e+00	-2.50e-01
24:	0.00e+00	0.00e+00
25:	2.25e+00	-2.50e-01
26:	0.00e+00	-2.50e-01
27:	0.00e+00	0.00e+00
28:	-2.25e+00	0.00e+00
29:	-2.50e-01	0.00e+00
30:	0.00e+00	0.00e+00
31:	2.25e+00	0.00e+00
32:	2.50e-01	0.00e+00
33:	0.00e+00	0.00e+00
34:	-2.25e+00	0.00e+00
35:	-2.50e-01	0.00e+00
36:	0.00e+00	0.00e+00
37:	2.25e+00	0.00e+00
38:	2.50e-01	0.00e+00
39:	0.00e+00	0.00e+00
40:	-2.25e+00	0.00e+00
41:	-2.50e-01	0.00e+00
42:	0.00e+00	0.00e+00
43:	2.25e+00	0.00e+00
44:	2.50e-01	0.00e+00
45:	0.00e+00	0.00e+00
46:	-1.75e+00	2.50e-01
47:	0.00e+00	2.50e-01
48:	0.00e+00	0.00e+00
49:	-2.25e+00	2.50e-01
50:	0.00e+00	2.50e-01
51:	0.00e+00	0.00e+00
52:	2.25e+00	0.00e+00
53:	2.50e-01	0.00e+00
54:	0.00e+00	0.00e+00
55:	-2.25e+00	0.00e+00
56:	-2.50e-01	0.00e+00
57:	0.00e+00	0.00e+00
58:	2.25e+00	0.00e+00
59:	2.50e-01	0.00e+00
60:	0.00e+00	0.00e+00
61:	-2.25e+00	0.00e+00
62:	-2.50e-01	0.00e+00
63:	0.00e+00	0.00e+00
64:	2.25e+00	0.00e+00
65:	2.50e-01	0.00e+00
66:	0.00e+00	0.00e+00
67:	-2.25e+00	0.00e+00
68:	-2.50e-01	0.00e+00
69:	0.00e+00	0.00e+00
70:	1.75e+00	-2.50e-01
71:	0.00e+00	-2.50e-01
72:	0.00e+00	0.00e+00
73:	2.25e+00	-2.50e-01
74:	0.00e+00	-2.50e-01
75:	0.00e+00	0.00e+00
76:	-2.25e+00	0.00e+00
77:	-2.50e-01	0.00e+00
78:	0.00e+00	0.00e+00
79:	2.25e+00	0.00e+00
80:	2.50e-01	0.00e+00
81:	0.00e+00	0.00e+00
82:	-2.25e+00	0.00e+00
83:	-2.50e-01	0.00e+00
84:	0.00e+00	0.00e+00
85:	2.25e+00	0.00e+00
86:	2.50e-01	0.00e+00
87:	0.00e+00	0.00e+00
88:	-2.25e+00	0.00e+00
89:	-2.50e-01	0.00e+00
90:	0.00e+00	0.00e+00
91:	2.25e+00	0.00e+00
92:	2.50e-01	0.00e+00
93:	0.00e+00	0.00e+00
94:	-2.00e+00	0.00e+00
95:	0.00e+00	0.00e+00
96:	0.00e+00	0.00e+00
97:	-4.25e+00	0.00e+00
98:	0.00e+00	0.00e+00
99:	4.50e+00	0.00e+00
100:	0.00e+00	0.00e+00
101:	-4.50e+00	0.00e+00
102:	0.00e+00	0.00e+00
103:	4.50e+00	0.00e+00
104:	0.00e+00	0.00e+00
105:	-4.50e+00	0.00e+00
106:	0.00e+00	0.00e+00
107:	4.50e+00	0.00e+00
108:	0.00e+00	-2.50e-01
109:	-4.00e+00	-2.50e-01
110:	0.00e+00	0.00e+00
111:	-5.00e-01	-1.00e+00
112:	0.00e+00	-2.50e-01
113:	4.50e+00	-2.50e-01
114:	0.00e+00	0.00e+00
115:	-4.50e+00	0.00e+00
116:	0.00e+00	0.00e+00
117:	4.50e+00	0.00e+00
118:	0.00e+00	0.00e+00
119:	-4.50e+00	0.00e+00
120:	0.00e+00	0.00e+00
121:	4.50e+00	0.00e+00
122:	0.00e+00	0.00e+00
123:	-4.50e+00	0.00e+00
124:	0.00e+00	2.50e-01
125:	4.00e+00	2.50e-01
126:	0.00e+00	0.00e+00
127:	5.00e-01	1.00e+00
128:	0.00e+00	2.50e-01
129:	-4.50e+00	2.50e-01
130:	0.00e+00	0.00e+00
131:	4.50e+00	0.00e+00
132:	0.00e+00	0.00e+00
133:	-4.50e+00	0.00e+00
134:	0.00e+00	0.00e+00
135:	4.50e+00	0.00e+00
